Source,Target,Type,Id,Label,timeset,Weight,count
25704,13284,Directed,25704>13284,,,1,1
13675,13284,Directed,13675>13284,,,1,1
8077,13284,Directed,8077>13284,,,1,1
429,13284,Directed,429>13284,,,1,1
8593,13284,Directed,8593>13284,,,1,1
19287,13284,Directed,19287>13284,,,1,1
10580,13284,Directed,10580>13284,,,1,1
15422,13284,Directed,15422>13284,,,1,1
13433,13284,Directed,13433>13284,,,1,1
15508,13284,Directed,15508>13284,,,1,1
6047,13284,Directed,6047>13284,,,1,1
15705,13284,Directed,15705>13284,,,1,1
20794,13284,Directed,20794>13284,,,1,1
13246,13284,Directed,13246>13284,,,1,1
12535,13284,Directed,12535>13284,,,1,1
20161,13286,Directed,20161>13286,,,1,1
22923,13286,Directed,22923>13286,,,1,1
582,13286,Directed,582>13286,,,1,1
12585,13286,Directed,12585>13286,,,1,1
20683,13286,Directed,20683>13286,,,1,1
7917,13286,Directed,7917>13286,,,1,1
15505,13286,Directed,15505>13286,,,1,1
25491,13286,Directed,25491>13286,,,1,1
5689,13286,Directed,5689>13286,,,1,1
5691,13286,Directed,5691>13286,,,1,3
26012,13286,Directed,26012>13286,,,1,1
18111,13286,Directed,18111>13286,,,1,1
25485,13287,Directed,25485>13287,,,1,1
6417,13289,Directed,6417>13289,,,1,1
5632,13290,Directed,5632>13290,,,1,2
20449,13290,Directed,20449>13290,,,1,1
12459,13290,Directed,12459>13290,,,1,1
18597,13290,Directed,18597>13290,,,1,1
12585,13290,Directed,12585>13290,,,1,1
23403,13290,Directed,23403>13290,,,1,1
25961,13290,Directed,25961>13290,,,1,1
19352,13290,Directed,19352>13290,,,1,1
4033,13292,Directed,4033>13292,,,1,1
10467,13292,Directed,10467>13292,,,1,1
23013,13292,Directed,23013>13292,,,1,1
10465,13292,Directed,10465>13292,,,1,1
23400,13292,Directed,23400>13292,,,1,1
23147,13292,Directed,23147>13292,,,1,1
10563,13292,Directed,10563>13292,,,1,1
5876,13292,Directed,5876>13292,,,1,3
5560,13292,Directed,5560>13292,,,1,1
25754,13292,Directed,25754>13292,,,1,1
23259,13292,Directed,23259>13292,,,1,1
3742,13292,Directed,3742>13292,,,1,1
20800,13293,Directed,20800>13293,,,1,1
5635,13294,Directed,5635>13294,,,1,2
10855,13295,Directed,10855>13295,,,1,1
23147,13295,Directed,23147>13295,,,1,1
13663,13295,Directed,13663>13295,,,1,1
19104,13298,Directed,19104>13298,,,1,1
10433,13298,Directed,10433>13298,,,1,1
5691,13298,Directed,5691>13298,,,1,2
25766,13298,Directed,25766>13298,,,1,1
25836,13298,Directed,25836>13298,,,1,1
23153,13298,Directed,23153>13298,,,1,1
13335,13298,Directed,13335>13298,,,1,1
20570,13298,Directed,20570>13298,,,1,1
15579,13298,Directed,15579>13298,,,1,1
22885,13299,Directed,22885>13299,,,1,1
647,13299,Directed,647>13299,,,1,1
12265,13299,Directed,12265>13299,,,1,1
7847,13299,Directed,7847>13299,,,1,1
23340,13299,Directed,23340>13299,,,1,1
15472,13299,Directed,15472>13299,,,1,1
23401,13299,Directed,23401>13299,,,1,1
3929,13299,Directed,3929>13299,,,1,1
20733,13299,Directed,20733>13299,,,1,1
3967,13299,Directed,3967>13299,,,1,1
23690,13300,Directed,23690>13300,,,1,1
7845,13301,Directed,7845>13301,,,1,1
8195,13303,Directed,8195>13303,,,1,1
3588,13303,Directed,3588>13303,,,1,1
5646,13303,Directed,5646>13303,,,1,2
12399,13303,Directed,12399>13303,,,1,1
4084,13303,Directed,4084>13303,,,1,1
17966,13303,Directed,17966>13303,,,1,1
20607,13303,Directed,20607>13303,,,1,1
20800,13305,Directed,20800>13305,,,1,1
15797,13305,Directed,15797>13305,,,1,1
23757,13305,Directed,23757>13305,,,1,1
25704,13312,Directed,25704>13312,,,1,1
15012,13312,Directed,15012>13312,,,1,1
18756,13312,Directed,18756>13312,,,1,1
5962,13313,Directed,5962>13313,,,1,2
299,13313,Directed,299>13313,,,1,1
19474,13313,Directed,19474>13313,,,1,1
15891,13313,Directed,15891>13313,,,1,1
13212,13313,Directed,13212>13313,,,1,1
6493,13313,Directed,6493>13313,,,1,1
20607,13313,Directed,20607>13313,,,1,1
10921,13316,Directed,10921>13316,,,1,1
10467,13316,Directed,10467>13316,,,1,1
25688,13322,Directed,25688>13322,,,1,1
12096,13335,Directed,12096>13335,,,1,1
23553,13335,Directed,23553>13335,,,1,1
25766,13335,Directed,25766>13335,,,1,1
6545,13335,Directed,6545>13335,,,1,1
7823,13335,Directed,7823>13335,,,1,1
15761,13335,Directed,15761>13335,,,1,1
13298,13335,Directed,13298>13335,,,1,1
15764,13335,Directed,15764>13335,,,1,1
18073,13335,Directed,18073>13335,,,1,1
5780,13335,Directed,5780>13335,,,1,2
3546,13335,Directed,3546>13335,,,1,1
18108,13335,Directed,18108>13335,,,1,1
542,13335,Directed,542>13335,,,1,1
19313,13335,Directed,19313>13335,,,1,1
25940,13340,Directed,25940>13340,,,1,1
12321,13340,Directed,12321>13340,,,1,1
3732,13340,Directed,3732>13340,,,1,1
20428,13340,Directed,20428>13340,,,1,1
3637,13340,Directed,3637>13340,,,1,1
25648,13341,Directed,25648>13341,,,1,1
299,13341,Directed,299>13341,,,1,1
20788,13341,Directed,20788>13341,,,1,1
20607,13341,Directed,20607>13341,,,1,1
6145,13342,Directed,6145>13342,,,1,2
18175,13342,Directed,18175>13342,,,1,1
23364,13343,Directed,23364>13343,,,1,1
25866,13343,Directed,25866>13343,,,1,1
8302,13343,Directed,8302>13343,,,1,1
5587,13343,Directed,5587>13343,,,1,2
8406,13343,Directed,8406>13343,,,1,1
23255,13343,Directed,23255>13343,,,1,1
13689,13343,Directed,13689>13343,,,1,1
25882,13343,Directed,25882>13343,,,1,1
13312,13347,Directed,13312>13347,,,1,1
20514,13347,Directed,20514>13347,,,1,1
15708,13347,Directed,15708>13347,,,1,1
167,13347,Directed,167>13347,,,1,1
25704,13347,Directed,25704>13347,,,1,1
3977,13347,Directed,3977>13347,,,1,2
18891,13347,Directed,18891>13347,,,1,1
23170,13347,Directed,23170>13347,,,1,1
10727,13347,Directed,10727>13347,,,1,1
79,13347,Directed,79>13347,,,1,1
25688,13347,Directed,25688>13347,,,1,1
15858,13347,Directed,15858>13347,,,1,1
14838,13347,Directed,14838>13347,,,1,1
12393,13347,Directed,12393>13347,,,1,1
8568,13347,Directed,8568>13347,,,1,1
10717,13347,Directed,10717>13347,,,1,1
23548,13347,Directed,23548>13347,,,1,1
13501,13347,Directed,13501>13347,,,1,1
11039,13347,Directed,11039>13347,,,1,1
20211,13366,Directed,20211>13366,,,1,1
13270,13366,Directed,13270>13366,,,1,1
13697,13379,Directed,13697>13379,,,1,1
130,13379,Directed,130>13379,,,1,1
643,13379,Directed,643>13379,,,1,1
25860,13379,Directed,25860>13379,,,1,1
8588,13379,Directed,8588>13379,,,1,1
25741,13379,Directed,25741>13379,,,1,1
10843,13379,Directed,10843>13379,,,1,1
4118,13379,Directed,4118>13379,,,1,1
18199,13379,Directed,18199>13379,,,1,1
11032,13379,Directed,11032>13379,,,1,1
709,13379,Directed,709>13379,,,1,1
25891,13379,Directed,25891>13379,,,1,1
10665,13379,Directed,10665>13379,,,1,1
25801,13379,Directed,25801>13379,,,1,1
19258,13379,Directed,19258>13379,,,1,1
19359,13379,Directed,19359>13379,,,1,1
830,13379,Directed,830>13379,,,1,1
19396,13379,Directed,19396>13379,,,1,1
19013,13379,Directed,19013>13379,,,1,1
25672,13379,Directed,25672>13379,,,1,1
25740,13379,Directed,25740>13379,,,1,1
11979,13379,Directed,11979>13379,,,1,1
20564,13379,Directed,20564>13379,,,1,1
10838,13379,Directed,10838>13379,,,1,1
25690,13379,Directed,25690>13379,,,1,1
3803,13379,Directed,3803>13379,,,1,1
10846,13379,Directed,10846>13379,,,1,1
10847,13379,Directed,10847>13379,,,1,1
6497,13379,Directed,6497>13379,,,1,1
8550,13379,Directed,8550>13379,,,1,1
22893,13379,Directed,22893>13379,,,1,1
25897,13379,Directed,25897>13379,,,1,1
8316,13379,Directed,8316>13379,,,1,1
14975,13386,Directed,14975>13386,,,1,1
601,13394,Directed,601>13394,,,1,1
8295,13394,Directed,8295>13394,,,1,1
6406,13394,Directed,6406>13394,,,1,2
25838,13394,Directed,25838>13394,,,1,1
22873,13394,Directed,22873>13394,,,1,1
23328,13398,Directed,23328>13398,,,1,1
14849,13398,Directed,14849>13398,,,1,1
17954,13398,Directed,17954>13398,,,1,1
19653,13398,Directed,19653>13398,,,1,1
5806,13398,Directed,5806>13398,,,1,2
15472,13398,Directed,15472>13398,,,1,1
3441,13398,Directed,3441>13398,,,1,1
14421,13398,Directed,14421>13398,,,1,1
10465,13400,Directed,10465>13400,,,1,1
10467,13400,Directed,10467>13400,,,1,1
23013,13400,Directed,23013>13400,,,1,1
23147,13400,Directed,23147>13400,,,1,1
13292,13400,Directed,13292>13400,,,1,1
20477,13400,Directed,20477>13400,,,1,1
8280,13400,Directed,8280>13400,,,1,1
5876,13400,Directed,5876>13400,,,1,2
11960,13400,Directed,11960>13400,,,1,1
25754,13400,Directed,25754>13400,,,1,1
23259,13400,Directed,23259>13400,,,1,1
25690,13400,Directed,25690>13400,,,1,1
12240,13402,Directed,12240>13402,,,1,1
15587,13402,Directed,15587>13402,,,1,1
13404,13402,Directed,13404>13402,,,1,1
12416,13404,Directed,12416>13404,,,1,1
13473,13404,Directed,13473>13404,,,1,1
20483,13404,Directed,20483>13404,,,1,1
17963,13404,Directed,17963>13404,,,1,1
12240,13404,Directed,12240>13404,,,1,1
20211,13404,Directed,20211>13404,,,1,1
342,13404,Directed,342>13404,,,1,1
13402,13404,Directed,13402>13404,,,1,1
25947,13404,Directed,25947>13404,,,1,1
23105,13415,Directed,23105>13415,,,1,1
3994,13415,Directed,3994>13415,,,1,1
7839,13415,Directed,7839>13415,,,1,1
15535,13424,Directed,15535>13424,,,1,1
12156,13424,Directed,12156>13424,,,1,1
20477,13424,Directed,20477>13424,,,1,1
13473,13424,Directed,13473>13424,,,1,1
6402,13432,Directed,6402>13432,,,1,3
25766,13432,Directed,25766>13432,,,1,1
14927,13432,Directed,14927>13432,,,1,1
6065,13432,Directed,6065>13432,,,1,1
10994,13432,Directed,10994>13432,,,1,1
12023,13432,Directed,12023>13432,,,1,1
17950,13432,Directed,17950>13432,,,1,1
25859,13433,Directed,25859>13433,,,1,1
20745,13433,Directed,20745>13433,,,1,1
8593,13433,Directed,8593>13433,,,1,1
25987,13433,Directed,25987>13433,,,1,1
15508,13433,Directed,15508>13433,,,1,1
25893,13433,Directed,25893>13433,,,1,1
25766,13433,Directed,25766>13433,,,1,1
10929,13433,Directed,10929>13433,,,1,1
3883,13433,Directed,3883>13433,,,1,1
429,13433,Directed,429>13433,,,1,1
25648,13433,Directed,25648>13433,,,1,1
6065,13433,Directed,6065>13433,,,1,2
17978,13433,Directed,17978>13433,,,1,1
572,13433,Directed,572>13433,,,1,1
13638,13433,Directed,13638>13433,,,1,1
17993,13433,Directed,17993>13433,,,1,1
4042,13433,Directed,4042>13433,,,1,1
7683,13433,Directed,7683>13433,,,1,1
211,13433,Directed,211>13433,,,1,1
10967,13433,Directed,10967>13433,,,1,1
3288,13433,Directed,3288>13433,,,1,1
13284,13433,Directed,13284>13433,,,1,1
23146,13433,Directed,23146>13433,,,1,1
15853,13433,Directed,15853>13433,,,1,1
753,13433,Directed,753>13433,,,1,1
18808,13433,Directed,18808>13433,,,1,1
19197,13433,Directed,19197>13433,,,1,1
12414,13433,Directed,12414>13433,,,1,1
11936,13434,Directed,11936>13434,,,1,1
17986,13434,Directed,17986>13434,,,1,1
15719,13434,Directed,15719>13434,,,1,1
25962,13434,Directed,25962>13434,,,1,1
25649,13434,Directed,25649>13434,,,1,1
18802,13434,Directed,18802>13434,,,1,1
5813,13434,Directed,5813>13434,,,1,2
25529,13434,Directed,25529>13434,,,1,1
8189,13434,Directed,8189>13434,,,1,1
25823,13434,Directed,25823>13434,,,1,1
6520,13436,Directed,6520>13436,,,1,1
3467,13436,Directed,3467>13436,,,1,1
23450,13437,Directed,23450>13437,,,1,1
12491,13438,Directed,12491>13438,,,1,1
3557,13438,Directed,3557>13438,,,1,1
18890,13438,Directed,18890>13438,,,1,1
18923,13438,Directed,18923>13438,,,1,1
13741,13438,Directed,13741>13438,,,1,1
3886,13438,Directed,3886>13438,,,1,1
20662,13438,Directed,20662>13438,,,1,1
8603,13438,Directed,8603>13438,,,1,1
12546,13439,Directed,12546>13439,,,1,1
25668,13439,Directed,25668>13439,,,1,1
25798,13439,Directed,25798>13439,,,1,1
6406,13439,Directed,6406>13439,,,1,4
5735,13439,Directed,5735>13439,,,1,1
584,13439,Directed,584>13439,,,1,1
20009,13439,Directed,20009>13439,,,1,1
8588,13439,Directed,8588>13439,,,1,1
646,13439,Directed,646>13439,,,1,1
3208,13439,Directed,3208>13439,,,1,1
5586,13439,Directed,5586>13439,,,1,1
13556,13439,Directed,13556>13439,,,1,1
14,13439,Directed,14>13439,,,1,1
7674,13439,Directed,7674>13439,,,1,1
25691,13439,Directed,25691>13439,,,1,1
20700,13439,Directed,20700>13439,,,1,1
20309,13439,Directed,20309>13439,,,1,1
3980,13441,Directed,3980>13441,,,1,1
8100,13441,Directed,8100>13441,,,1,1
3597,13441,Directed,3597>13441,,,1,1
7683,13442,Directed,7683>13442,,,1,1
5732,13442,Directed,5732>13442,,,1,2
12037,13442,Directed,12037>13442,,,1,1
13638,13442,Directed,13638>13442,,,1,1
3304,13442,Directed,3304>13442,,,1,1
23690,13442,Directed,23690>13442,,,1,1
19340,13442,Directed,19340>13442,,,1,1
7918,13442,Directed,7918>13442,,,1,1
23217,13442,Directed,23217>13442,,,1,1
23634,13442,Directed,23634>13442,,,1,1
7992,13442,Directed,7992>13442,,,1,1
19197,13442,Directed,19197>13442,,,1,1
19230,13442,Directed,19230>13442,,,1,1
575,13442,Directed,575>13442,,,1,1
11968,13443,Directed,11968>13443,,,1,1
12339,13443,Directed,12339>13443,,,1,1
15458,13443,Directed,15458>13443,,,1,1
23686,13443,Directed,23686>13443,,,1,1
20102,13443,Directed,20102>13443,,,1,1
12319,13443,Directed,12319>13443,,,1,1
12482,13443,Directed,12482>13443,,,1,1
20461,13443,Directed,20461>13443,,,1,1
12371,13443,Directed,12371>13443,,,1,1
7859,13443,Directed,7859>13443,,,1,1
23379,13443,Directed,23379>13443,,,1,1
23183,13443,Directed,23183>13443,,,1,1
5724,13443,Directed,5724>13443,,,1,1
6067,13443,Directed,6067>13443,,,1,3
20309,13443,Directed,20309>13443,,,1,1
3776,13447,Directed,3776>13447,,,1,1
23330,13447,Directed,23330>13447,,,1,1
6184,13447,Directed,6184>13447,,,1,3
25705,13447,Directed,25705>13447,,,1,1
15570,13447,Directed,15570>13447,,,1,1
12143,13447,Directed,12143>13447,,,1,1
20616,13447,Directed,20616>13447,,,1,1
15858,13447,Directed,15858>13447,,,1,1
25801,13447,Directed,25801>13447,,,1,1
25945,13447,Directed,25945>13447,,,1,1
20570,13447,Directed,20570>13447,,,1,1
25979,13447,Directed,25979>13447,,,1,1
5775,13447,Directed,5775>13447,,,1,1
15422,13447,Directed,15422>13447,,,1,1
19072,13448,Directed,19072>13448,,,1,1
6145,13448,Directed,6145>13448,,,1,10
8071,13448,Directed,8071>13448,,,1,1
13449,13448,Directed,13449>13448,,,1,1
20107,13448,Directed,20107>13448,,,1,1
20135,13448,Directed,20135>13448,,,1,1
25487,13448,Directed,25487>13448,,,1,1
3732,13448,Directed,3732>13448,,,1,2
10542,13448,Directed,10542>13448,,,1,1
3478,13448,Directed,3478>13448,,,1,1
14961,13448,Directed,14961>13448,,,1,1
5913,13448,Directed,5913>13448,,,1,1
3159,13448,Directed,3159>13448,,,1,1
20123,13448,Directed,20123>13448,,,1,1
13235,13448,Directed,13235>13448,,,1,1
670,13448,Directed,670>13448,,,1,1
801,13448,Directed,801>13448,,,1,1
18715,13448,Directed,18715>13448,,,1,1
8612,13448,Directed,8612>13448,,,1,1
3495,13448,Directed,3495>13448,,,1,1
13224,13448,Directed,13224>13448,,,1,1
12203,13448,Directed,12203>13448,,,1,1
13740,13448,Directed,13740>13448,,,1,1
7986,13448,Directed,7986>13448,,,1,1
12590,13448,Directed,12590>13448,,,1,1
6497,13448,Directed,6497>13448,,,1,1
3376,13448,Directed,3376>13448,,,1,1
25521,13448,Directed,25521>13448,,,1,1
11954,13448,Directed,11954>13448,,,1,1
23731,13448,Directed,23731>13448,,,1,1
693,13448,Directed,693>13448,,,1,1
25528,13448,Directed,25528>13448,,,1,1
25529,13448,Directed,25529>13448,,,1,1
25660,13448,Directed,25660>13448,,,1,1
573,13448,Directed,573>13448,,,1,1
11083,13448,Directed,11083>13448,,,1,1
17988,13448,Directed,17988>13448,,,1,1
6006,13448,Directed,6006>13448,,,1,1
15687,13448,Directed,15687>13448,,,1,1
6089,13448,Directed,6089>13448,,,1,1
15947,13448,Directed,15947>13448,,,1,1
76,13448,Directed,76>13448,,,1,1
8653,13448,Directed,8653>13448,,,1,1
3277,13448,Directed,3277>13448,,,1,1
25912,13448,Directed,25912>13448,,,1,1
3666,13448,Directed,3666>13448,,,1,1
25512,13448,Directed,25512>13448,,,1,1
15828,13448,Directed,15828>13448,,,1,1
3158,13448,Directed,3158>13448,,,1,1
19385,13448,Directed,19385>13448,,,1,1
5594,13448,Directed,5594>13448,,,1,1
3535,13448,Directed,3535>13448,,,1,1
20251,13448,Directed,20251>13448,,,1,1
19183,13448,Directed,19183>13448,,,1,1
18651,13448,Directed,18651>13448,,,1,1
3682,13448,Directed,3682>13448,,,1,1
15589,13448,Directed,15589>13448,,,1,1
25702,13448,Directed,25702>13448,,,1,1
20583,13448,Directed,20583>13448,,,1,1
12521,13448,Directed,12521>13448,,,1,1
5610,13448,Directed,5610>13448,,,1,1
8167,13448,Directed,8167>13448,,,1,1
5870,13448,Directed,5870>13448,,,1,1
23023,13448,Directed,23023>13448,,,1,1
20721,13448,Directed,20721>13448,,,1,1
5752,13448,Directed,5752>13448,,,1,1
15869,13448,Directed,15869>13448,,,1,1
20147,13448,Directed,20147>13448,,,1,1
14838,13448,Directed,14838>13448,,,1,1
10487,13448,Directed,10487>13448,,,1,1
760,13448,Directed,760>13448,,,1,1
5499,13448,Directed,5499>13448,,,1,1
764,13448,Directed,764>13448,,,1,1
20714,13448,Directed,20714>13448,,,1,1
25961,13448,Directed,25961>13448,,,1,1
19992,13449,Directed,19992>13449,,,1,1
3637,13449,Directed,3637>13449,,,1,1
5510,13449,Directed,5510>13449,,,1,1
6215,13449,Directed,6215>13449,,,1,3
20264,13450,Directed,20264>13450,,,1,1
3274,13450,Directed,3274>13450,,,1,1
3980,13450,Directed,3980>13450,,,1,1
25940,13450,Directed,25940>13450,,,1,1
13432,13450,Directed,13432>13450,,,1,1
4027,13450,Directed,4027>13450,,,1,1
11082,13450,Directed,11082>13450,,,1,1
25825,13454,Directed,25825>13454,,,1,1
7939,13454,Directed,7939>13454,,,1,1
3588,13454,Directed,3588>13454,,,1,1
25766,13454,Directed,25766>13454,,,1,1
18664,13454,Directed,18664>13454,,,1,1
11082,13454,Directed,11082>13454,,,1,1
25485,13454,Directed,25485>13454,,,1,1
13827,13454,Directed,13827>13454,,,1,1
13458,13454,Directed,13458>13454,,,1,1
20707,13454,Directed,20707>13454,,,1,1
19284,13454,Directed,19284>13454,,,1,1
8664,13454,Directed,8664>13454,,,1,1
7903,13454,Directed,7903>13454,,,1,1
10564,13458,Directed,10564>13458,,,1,1
101,13458,Directed,101>13458,,,1,1
25766,13458,Directed,25766>13458,,,1,1
18156,13458,Directed,18156>13458,,,1,1
20589,13458,Directed,20589>13458,,,1,1
17969,13458,Directed,17969>13458,,,1,1
19380,13458,Directed,19380>13458,,,1,1
13465,13458,Directed,13465>13458,,,1,1
8013,13461,Directed,8013>13461,,,1,1
8215,13461,Directed,8215>13461,,,1,1
25889,13465,Directed,25889>13465,,,1,1
18156,13465,Directed,18156>13465,,,1,1
11852,13465,Directed,11852>13465,,,1,1
20429,13465,Directed,20429>13465,,,1,1
25742,13465,Directed,25742>13465,,,1,1
17969,13465,Directed,17969>13465,,,1,1
13458,13465,Directed,13458>13465,,,1,1
15003,13465,Directed,15003>13465,,,1,1
25501,13465,Directed,25501>13465,,,1,1
19137,13467,Directed,19137>13467,,,1,1
6263,13467,Directed,6263>13467,,,1,2
19034,13467,Directed,19034>13467,,,1,1
8091,13467,Directed,8091>13467,,,1,1
20348,13467,Directed,20348>13467,,,1,1
15736,13468,Directed,15736>13468,,,1,1
8323,13468,Directed,8323>13468,,,1,1
19436,13468,Directed,19436>13468,,,1,1
8094,13468,Directed,8094>13468,,,1,1
12399,13469,Directed,12399>13469,,,1,1
25501,13469,Directed,25501>13469,,,1,1
20055,13469,Directed,20055>13469,,,1,1
20010,13470,Directed,20010>13470,,,1,1
19019,13470,Directed,19019>13470,,,1,1
25809,13470,Directed,25809>13470,,,1,1
23443,13470,Directed,23443>13470,,,1,1
5877,13470,Directed,5877>13470,,,1,1
25502,13470,Directed,25502>13470,,,1,1
3840,13473,Directed,3840>13473,,,1,1
12416,13473,Directed,12416>13473,,,1,1
20483,13473,Directed,20483>13473,,,1,1
388,13473,Directed,388>13473,,,1,1
23047,13473,Directed,23047>13473,,,1,1
648,13473,Directed,648>13473,,,1,1
649,13473,Directed,649>13473,,,1,1
18195,13473,Directed,18195>13473,,,1,1
7876,13473,Directed,7876>13473,,,1,1
10736,13473,Directed,10736>13473,,,1,1
7842,13473,Directed,7842>13473,,,1,1
6435,13473,Directed,6435>13473,,,1,1
6436,13473,Directed,6436>13473,,,1,1
17963,13473,Directed,17963>13473,,,1,1
23725,13473,Directed,23725>13473,,,1,1
15541,13473,Directed,15541>13473,,,1,1
8381,13473,Directed,8381>13473,,,1,1
6212,13473,Directed,6212>13473,,,1,2
12235,13473,Directed,12235>13473,,,1,1
12240,13473,Directed,12240>13473,,,1,1
342,13473,Directed,342>13473,,,1,1
13404,13473,Directed,13404>13473,,,1,1
10576,13473,Directed,10576>13473,,,1,1
22882,13473,Directed,22882>13473,,,1,1
15587,13473,Directed,15587>13473,,,1,1
22893,13473,Directed,22893>13473,,,1,1
13424,13473,Directed,13424>13473,,,1,1
20211,13473,Directed,20211>13473,,,1,1
15735,13473,Directed,15735>13473,,,1,1
20477,13473,Directed,20477>13473,,,1,1
15587,13476,Directed,15587>13476,,,1,1
7816,13478,Directed,7816>13478,,,1,1
12438,13478,Directed,12438>13478,,,1,1
18200,13478,Directed,18200>13478,,,1,1
7842,13478,Directed,7842>13478,,,1,1
6181,13478,Directed,6181>13478,,,1,1
20774,13478,Directed,20774>13478,,,1,1
23725,13478,Directed,23725>13478,,,1,1
13232,13478,Directed,13232>13478,,,1,1
15540,13478,Directed,15540>13478,,,1,1
15541,13478,Directed,15541>13478,,,1,1
6201,13478,Directed,6201>13478,,,1,1
8385,13478,Directed,8385>13478,,,1,1
12234,13478,Directed,12234>13478,,,1,1
16034,13478,Directed,16034>13478,,,1,1
20175,13478,Directed,20175>13478,,,1,1
339,13478,Directed,339>13478,,,1,1
18745,13478,Directed,18745>13478,,,1,1
10467,13478,Directed,10467>13478,,,1,1
6246,13478,Directed,6246>13478,,,1,5
15593,13478,Directed,15593>13478,,,1,1
5867,13478,Directed,5867>13478,,,1,1
23017,13478,Directed,23017>13478,,,1,1
249,13478,Directed,249>13478,,,1,1
12031,13478,Directed,12031>13478,,,1,1
16017,13479,Directed,16017>13479,,,1,1
25882,13479,Directed,25882>13479,,,1,1
4003,13479,Directed,4003>13479,,,1,1
8230,13479,Directed,8230>13479,,,1,1
13095,13479,Directed,13095>13479,,,1,1
14904,13479,Directed,14904>13479,,,1,1
18746,13479,Directed,18746>13479,,,1,1
11963,13479,Directed,11963>13479,,,1,1
19264,13479,Directed,19264>13479,,,1,1
25801,13479,Directed,25801>13479,,,1,1
4042,13479,Directed,4042>13479,,,1,1
13643,13479,Directed,13643>13479,,,1,1
342,13479,Directed,342>13479,,,1,1
343,13479,Directed,343>13479,,,1,1
25947,13479,Directed,25947>13479,,,1,1
7771,13479,Directed,7771>13479,,,1,1
18656,13479,Directed,18656>13479,,,1,1
13883,13479,Directed,13883>13479,,,1,1
12012,13479,Directed,12012>13479,,,1,1
18545,13479,Directed,18545>13479,,,1,1
13557,13479,Directed,13557>13479,,,1,1
13689,13479,Directed,13689>13479,,,1,1
254,13479,Directed,254>13479,,,1,1
3342,13483,Directed,3342>13483,,,1,1
25766,13483,Directed,25766>13483,,,1,1
25984,13484,Directed,25984>13484,,,1,1
619,13485,Directed,619>13485,,,1,1
25767,13485,Directed,25767>13485,,,1,1
23217,13486,Directed,23217>13486,,,1,1
23690,13486,Directed,23690>13486,,,1,1
3348,13486,Directed,3348>13486,,,1,1
12576,13487,Directed,12576>13487,,,1,1
16005,13487,Directed,16005>13487,,,1,1
15788,13487,Directed,15788>13487,,,1,1
5650,13487,Directed,5650>13487,,,1,2
6486,13487,Directed,6486>13487,,,1,1
12256,13488,Directed,12256>13488,,,1,1
572,13488,Directed,572>13488,,,1,1
8130,13490,Directed,8130>13490,,,1,1
19207,13490,Directed,19207>13490,,,1,1
20456,13490,Directed,20456>13490,,,1,1
25704,13490,Directed,25704>13490,,,1,1
822,13490,Directed,822>13490,,,1,1
25943,13490,Directed,25943>13490,,,1,1
6443,13496,Directed,6443>13496,,,1,1
4035,13500,Directed,4035>13500,,,1,1
12069,13500,Directed,12069>13500,,,1,1
589,13500,Directed,589>13500,,,1,1
11983,13500,Directed,11983>13500,,,1,1
3600,13500,Directed,3600>13500,,,1,1
8323,13500,Directed,8323>13500,,,1,1
19223,13500,Directed,19223>13500,,,1,1
6365,13500,Directed,6365>13500,,,1,2
15909,13500,Directed,15909>13500,,,1,1
3588,13501,Directed,3588>13501,,,1,1
5893,13501,Directed,5893>13501,,,1,4
14860,13501,Directed,14860>13501,,,1,1
25486,13501,Directed,25486>13501,,,1,1
18072,13501,Directed,18072>13501,,,1,1
15897,13501,Directed,15897>13501,,,1,1
15004,13501,Directed,15004>13501,,,1,1
25501,13501,Directed,25501>13501,,,1,1
15777,13501,Directed,15777>13501,,,1,1
8229,13501,Directed,8229>13501,,,1,1
5681,13501,Directed,5681>13501,,,1,1
13619,13501,Directed,13619>13501,,,1,1
20535,13501,Directed,20535>13501,,,1,1
13112,13501,Directed,13112>13501,,,1,1
25801,13501,Directed,25801>13501,,,1,1
4042,13501,Directed,4042>13501,,,1,1
10580,13501,Directed,10580>13501,,,1,1
25943,13501,Directed,25943>13501,,,1,1
25688,13501,Directed,25688>13501,,,1,1
23397,13501,Directed,23397>13501,,,1,1
19183,13501,Directed,19183>13501,,,1,1
5744,13501,Directed,5744>13501,,,1,1
8314,13501,Directed,8314>13501,,,1,1
25979,13501,Directed,25979>13501,,,1,1
8317,13501,Directed,8317>13501,,,1,1
8046,13502,Directed,8046>13502,,,1,1
18081,13522,Directed,18081>13522,,,1,1
759,13522,Directed,759>13522,,,1,1
17965,13522,Directed,17965>13522,,,1,1
3988,13522,Directed,3988>13522,,,1,1
26006,13522,Directed,26006>13522,,,1,1
3191,13522,Directed,3191>13522,,,1,1
18170,13522,Directed,18170>13522,,,1,1
8028,13522,Directed,8028>13522,,,1,1
20318,13522,Directed,20318>13522,,,1,1
4064,13525,Directed,4064>13525,,,1,1
16024,13525,Directed,16024>13525,,,1,1
3202,13525,Directed,3202>13525,,,1,1
15459,13525,Directed,15459>13525,,,1,1
25649,13525,Directed,25649>13525,,,1,1
10713,13530,Directed,10713>13530,,,1,1
3682,13530,Directed,3682>13530,,,1,1
5877,13530,Directed,5877>13530,,,1,2
4065,13534,Directed,4065>13534,,,1,1
25801,13535,Directed,25801>13535,,,1,1
