Source,Target,Type,Id,Label,timeset,Weight,count
11085,6340,Directed,11085>6340,,,1,1
6182,6340,Directed,6182>6340,,,1,1
18208,6343,Directed,18208>6343,,,1,1
7682,6343,Directed,7682>6343,,,1,1
6181,6343,Directed,6181>6343,,,1,1
20774,6343,Directed,20774>6343,,,1,1
8457,6343,Directed,8457>6343,,,1,1
18125,6343,Directed,18125>6343,,,1,1
12079,6343,Directed,12079>6343,,,1,1
10736,6343,Directed,10736>6343,,,1,1
23725,6343,Directed,23725>6343,,,1,1
8380,6343,Directed,8380>6343,,,1,1
22970,6343,Directed,22970>6343,,,1,1
23772,6343,Directed,23772>6343,,,1,1
7843,6344,Directed,7843>6344,,,1,1
18884,6344,Directed,18884>6344,,,1,1
647,6344,Directed,647>6344,,,1,1
22893,6344,Directed,22893>6344,,,1,1
739,6344,Directed,739>6344,,,1,1
8471,6344,Directed,8471>6344,,,1,1
18195,6344,Directed,18195>6344,,,1,1
6396,6344,Directed,6396>6344,,,1,3
23474,6345,Directed,23474>6345,,,1,1
373,6345,Directed,373>6345,,,1,1
25879,6345,Directed,25879>6345,,,1,1
15546,6345,Directed,15546>6345,,,1,1
638,6345,Directed,638>6345,,,1,1
10914,6346,Directed,10914>6346,,,1,1
7819,6346,Directed,7819>6346,,,1,1
22849,6346,Directed,22849>6346,,,1,1
23023,6346,Directed,23023>6346,,,1,1
6338,6348,Directed,6338>6348,,,1,1
13476,6348,Directed,13476>6348,,,1,1
14893,6348,Directed,14893>6348,,,1,1
13232,6348,Directed,13232>6348,,,1,1
25809,6348,Directed,25809>6348,,,1,1
6325,6348,Directed,6325>6348,,,1,1
854,6348,Directed,854>6348,,,1,1
12155,6348,Directed,12155>6348,,,1,1
638,6348,Directed,638>6348,,,1,1
15583,6348,Directed,15583>6348,,,1,1
11875,6353,Directed,11875>6353,,,1,1
25704,6353,Directed,25704>6353,,,1,1
23050,6353,Directed,23050>6353,,,1,1
25486,6353,Directed,25486>6353,,,1,1
19285,6353,Directed,19285>6353,,,1,1
25943,6353,Directed,25943>6353,,,1,1
25501,6353,Directed,25501>6353,,,1,1
10889,6358,Directed,10889>6358,,,1,1
18059,6358,Directed,18059>6358,,,1,1
5645,6358,Directed,5645>6358,,,1,1
17947,6358,Directed,17947>6358,,,1,1
798,6358,Directed,798>6358,,,1,1
3888,6358,Directed,3888>6358,,,1,1
19617,6358,Directed,19617>6358,,,1,1
7793,6358,Directed,7793>6358,,,1,1
7720,6358,Directed,7720>6358,,,1,1
8620,6358,Directed,8620>6358,,,1,1
20781,6358,Directed,20781>6358,,,1,1
19502,6358,Directed,19502>6358,,,1,1
5679,6358,Directed,5679>6358,,,1,1
20400,6358,Directed,20400>6358,,,1,1
20127,6358,Directed,20127>6358,,,1,1
11974,6358,Directed,11974>6358,,,1,1
25806,6358,Directed,25806>6358,,,1,1
20433,6358,Directed,20433>6358,,,1,1
8147,6358,Directed,8147>6358,,,1,1
8022,6358,Directed,8022>6358,,,1,1
3928,6358,Directed,3928>6358,,,1,1
8409,6358,Directed,8409>6358,,,1,1
19421,6358,Directed,19421>6358,,,1,1
6370,6358,Directed,6370>6358,,,1,6
10469,6358,Directed,10469>6358,,,1,1
3752,6358,Directed,3752>6358,,,1,1
25716,6358,Directed,25716>6358,,,1,1
25848,6358,Directed,25848>6358,,,1,1
6009,6358,Directed,6009>6358,,,1,1
11006,6358,Directed,11006>6358,,,1,1
7935,6358,Directed,7935>6358,,,1,1
19168,6359,Directed,19168>6359,,,1,1
8035,6359,Directed,8035>6359,,,1,1
23300,6359,Directed,23300>6359,,,1,1
23109,6359,Directed,23109>6359,,,1,1
19241,6359,Directed,19241>6359,,,1,1
13578,6359,Directed,13578>6359,,,1,1
3277,6359,Directed,3277>6359,,,1,1
3150,6359,Directed,3150>6359,,,1,1
8141,6359,Directed,8141>6359,,,1,1
18681,6359,Directed,18681>6359,,,1,1
25529,6359,Directed,25529>6359,,,1,1
15578,6359,Directed,15578>6359,,,1,1
15452,6359,Directed,15452>6359,,,1,1
20714,6359,Directed,20714>6359,,,1,1
18081,6360,Directed,18081>6360,,,1,1
25962,6360,Directed,25962>6360,,,1,1
25823,6360,Directed,25823>6360,,,1,1
8305,6363,Directed,8305>6363,,,1,1
14916,6363,Directed,14916>6363,,,1,1
3316,6363,Directed,3316>6363,,,1,1
20647,6363,Directed,20647>6363,,,1,1
20461,6364,Directed,20461>6364,,,1,1
3600,6365,Directed,3600>6365,,,1,1
15909,6365,Directed,15909>6365,,,1,1
3686,6365,Directed,3686>6365,,,1,1
140,6365,Directed,140>6365,,,1,1
589,6365,Directed,589>6365,,,1,1
11983,6365,Directed,11983>6365,,,1,1
11984,6365,Directed,11984>6365,,,1,1
7858,6365,Directed,7858>6365,,,1,1
14422,6365,Directed,14422>6365,,,1,1
16025,6365,Directed,16025>6365,,,1,1
18991,6365,Directed,18991>6365,,,1,1
13583,6365,Directed,13583>6365,,,1,1
25766,6366,Directed,25766>6366,,,1,1
128,6368,Directed,128>6368,,,1,1
14976,6368,Directed,14976>6368,,,1,1
18178,6368,Directed,18178>6368,,,1,1
11012,6368,Directed,11012>6368,,,1,1
3593,6368,Directed,3593>6368,,,1,1
23690,6368,Directed,23690>6368,,,1,1
139,6368,Directed,139>6368,,,1,1
11020,6368,Directed,11020>6368,,,1,1
3727,6368,Directed,3727>6368,,,1,1
3473,6368,Directed,3473>6368,,,1,1
11029,6368,Directed,11029>6368,,,1,1
3479,6368,Directed,3479>6368,,,1,1
19098,6368,Directed,19098>6368,,,1,1
11035,6368,Directed,11035>6368,,,1,1
13596,6368,Directed,13596>6368,,,1,1
20256,6368,Directed,20256>6368,,,1,1
19243,6368,Directed,19243>6368,,,1,1
18992,6368,Directed,18992>6368,,,1,1
13105,6368,Directed,13105>6368,,,1,1
20147,6368,Directed,20147>6368,,,1,1
4020,6368,Directed,4020>6368,,,1,1
3381,6368,Directed,3381>6368,,,1,1
13364,6368,Directed,13364>6368,,,1,1
705,6368,Directed,705>6368,,,1,1
19339,6368,Directed,19339>6368,,,1,1
8388,6368,Directed,8388>6368,,,1,1
10693,6368,Directed,10693>6368,,,1,1
12488,6368,Directed,12488>6368,,,1,1
15949,6368,Directed,15949>6368,,,1,1
6223,6368,Directed,6223>6368,,,1,1
18641,6368,Directed,18641>6368,,,1,1
18816,6368,Directed,18816>6368,,,1,1
20309,6368,Directed,20309>6368,,,1,1
3158,6368,Directed,3158>6368,,,1,1
15575,6368,Directed,15575>6368,,,1,1
3928,6368,Directed,3928>6368,,,1,1
3417,6368,Directed,3417>6368,,,1,1
3675,6368,Directed,3675>6368,,,1,1
8414,6368,Directed,8414>6368,,,1,1
3939,6368,Directed,3939>6368,,,1,1
6116,6368,Directed,6116>6368,,,1,1
20583,6368,Directed,20583>6368,,,1,1
14440,6368,Directed,14440>6368,,,1,1
20587,6368,Directed,20587>6368,,,1,1
10578,6368,Directed,10578>6368,,,1,1
7790,6368,Directed,7790>6368,,,1,1
15604,6368,Directed,15604>6368,,,1,1
6006,6368,Directed,6006>6368,,,1,1
15863,6368,Directed,15863>6368,,,1,1
12505,6368,Directed,12505>6368,,,1,1
15869,6368,Directed,15869>6368,,,1,1
766,6368,Directed,766>6368,,,1,1
19967,6368,Directed,19967>6368,,,1,1
12292,6369,Directed,12292>6369,,,1,1
23690,6369,Directed,23690>6369,,,1,1
5549,6369,Directed,5549>6369,,,1,1
18192,6369,Directed,18192>6369,,,1,1
19092,6369,Directed,19092>6369,,,1,1
25494,6369,Directed,25494>6369,,,1,1
22938,6369,Directed,22938>6369,,,1,1
12059,6369,Directed,12059>6369,,,1,1
3230,6369,Directed,3230>6369,,,1,1
25891,6369,Directed,25891>6369,,,1,1
5926,6369,Directed,5926>6369,,,1,1
10919,6369,Directed,10919>6369,,,1,1
7980,6369,Directed,7980>6369,,,1,1
25517,6369,Directed,25517>6369,,,1,1
11835,6369,Directed,11835>6369,,,1,1
15550,6369,Directed,15550>6369,,,1,1
18763,6369,Directed,18763>6369,,,1,1
23119,6369,Directed,23119>6369,,,1,1
3672,6369,Directed,3672>6369,,,1,1
19421,6369,Directed,19421>6369,,,1,1
12266,6369,Directed,12266>6369,,,1,1
20460,6369,Directed,20460>6369,,,1,1
20461,6369,Directed,20461>6369,,,1,1
23535,6369,Directed,23535>6369,,,1,1
4081,6369,Directed,4081>6369,,,1,1
5884,6369,Directed,5884>6369,,,1,1
23274,6369,Directed,23274>6369,,,1,1
2,6370,Directed,2>6370,,,1,1
8323,6370,Directed,8323>6370,,,1,1
5513,6370,Directed,5513>6370,,,1,1
6368,6370,Directed,6368>6370,,,1,1
3600,6370,Directed,3600>6370,,,1,1
20625,6370,Directed,20625>6370,,,1,1
19096,6370,Directed,19096>6370,,,1,1
15641,6370,Directed,15641>6370,,,1,1
5786,6370,Directed,5786>6370,,,1,1
3269,6370,Directed,3269>6370,,,1,1
10914,6370,Directed,10914>6370,,,1,1
7974,6370,Directed,7974>6370,,,1,1
20009,6370,Directed,20009>6370,,,1,1
3243,6370,Directed,3243>6370,,,1,1
4018,6370,Directed,4018>6370,,,1,1
10930,6370,Directed,10930>6370,,,1,1
436,6370,Directed,436>6370,,,1,1
6070,6370,Directed,6070>6370,,,1,1
23223,6370,Directed,23223>6370,,,1,1
25529,6370,Directed,25529>6370,,,1,1
18109,6370,Directed,18109>6370,,,1,1
10487,6370,Directed,10487>6370,,,1,1
20800,6370,Directed,20800>6370,,,1,1
22849,6370,Directed,22849>6370,,,1,1
6082,6370,Directed,6082>6370,,,1,1
4035,6370,Directed,4035>6370,,,1,1
10693,6370,Directed,10693>6370,,,1,1
5959,6370,Directed,5959>6370,,,1,1
5931,6370,Directed,5931>6370,,,1,1
11979,6370,Directed,11979>6370,,,1,1
10957,6370,Directed,10957>6370,,,1,1
10958,6370,Directed,10958>6370,,,1,1
848,6370,Directed,848>6370,,,1,1
19540,6370,Directed,19540>6370,,,1,1
14424,6370,Directed,14424>6370,,,1,1
14427,6370,Directed,14427>6370,,,1,1
13151,6370,Directed,13151>6370,,,1,1
10592,6370,Directed,10592>6370,,,1,1
12432,6370,Directed,12432>6370,,,1,1
8420,6370,Directed,8420>6370,,,1,1
20577,6370,Directed,20577>6370,,,1,1
25961,6370,Directed,25961>6370,,,1,1
109,6370,Directed,109>6370,,,1,1
3197,6370,Directed,3197>6370,,,1,1
25843,6370,Directed,25843>6370,,,1,1
20087,6370,Directed,20087>6370,,,1,1
12409,6370,Directed,12409>6370,,,1,1
15869,6370,Directed,15869>6370,,,1,1
16002,6380,Directed,16002>6380,,,1,1
12514,6380,Directed,12514>6380,,,1,1
8077,6380,Directed,8077>6380,,,1,1
8087,6380,Directed,8087>6380,,,1,1
15512,6380,Directed,15512>6380,,,1,1
13478,6380,Directed,13478>6380,,,1,1
6314,6380,Directed,6314>6380,,,1,1
180,6380,Directed,180>6380,,,1,1
22966,6380,Directed,22966>6380,,,1,1
18999,6380,Directed,18999>6380,,,1,1
444,6380,Directed,444>6380,,,1,1
16063,6380,Directed,16063>6380,,,1,1
839,6380,Directed,839>6380,,,1,1
25801,6380,Directed,25801>6380,,,1,1
8268,6380,Directed,8268>6380,,,1,1
20429,6380,Directed,20429>6380,,,1,1
13262,6380,Directed,13262>6380,,,1,1
20049,6380,Directed,20049>6380,,,1,1
11871,6380,Directed,11871>6380,,,1,1
20194,6380,Directed,20194>6380,,,1,1
20477,6380,Directed,20477>6380,,,1,1
19058,6380,Directed,19058>6380,,,1,1
8317,6380,Directed,8317>6380,,,1,1
18185,6384,Directed,18185>6384,,,1,1
10736,6384,Directed,10736>6384,,,1,1
625,6384,Directed,625>6384,,,1,1
23381,6384,Directed,23381>6384,,,1,1
15583,6384,Directed,15583>6384,,,1,1
11849,6385,Directed,11849>6385,,,1,1
13114,6385,Directed,13114>6385,,,1,1
13717,6385,Directed,13717>6385,,,1,1
5888,6386,Directed,5888>6386,,,1,1
5886,6386,Directed,5886>6386,,,1,1
13698,6386,Directed,13698>6386,,,1,1
12420,6386,Directed,12420>6386,,,1,1
3158,6386,Directed,3158>6386,,,1,1
20665,6386,Directed,20665>6386,,,1,1
20106,6386,Directed,20106>6386,,,1,1
16023,6386,Directed,16023>6386,,,1,1
6030,6386,Directed,6030>6386,,,1,1
25487,6386,Directed,25487>6386,,,1,1
3478,6386,Directed,3478>6386,,,1,1
19095,6386,Directed,19095>6386,,,1,1
20217,6386,Directed,20217>6386,,,1,1
10692,6386,Directed,10692>6386,,,1,1
3360,6386,Directed,3360>6386,,,1,1
11937,6386,Directed,11937>6386,,,1,1
5925,6386,Directed,5925>6386,,,1,1
305,6386,Directed,305>6386,,,1,1
20009,6386,Directed,20009>6386,,,1,1
42,6386,Directed,42>6386,,,1,1
12203,6386,Directed,12203>6386,,,1,1
12204,6386,Directed,12204>6386,,,1,1
173,6386,Directed,173>6386,,,1,1
3376,6386,Directed,3376>6386,,,1,1
20145,6386,Directed,20145>6386,,,1,1
20311,6386,Directed,20311>6386,,,1,1
15795,6386,Directed,15795>6386,,,1,1
3252,6386,Directed,3252>6386,,,1,1
6494,6386,Directed,6494>6386,,,1,1
25528,6386,Directed,25528>6386,,,1,1
25529,6386,Directed,25529>6386,,,1,1
6103,6386,Directed,6103>6386,,,1,1
25660,6386,Directed,25660>6386,,,1,1
6077,6386,Directed,6077>6386,,,1,1
6079,6386,Directed,6079>6386,,,1,1
7968,6386,Directed,7968>6386,,,1,1
4035,6386,Directed,4035>6386,,,1,3
17988,6386,Directed,17988>6386,,,1,1
19271,6386,Directed,19271>6386,,,1,1
76,6386,Directed,76>6386,,,1,1
18081,6386,Directed,18081>6386,,,1,1
6498,6386,Directed,6498>6386,,,1,1
25760,6386,Directed,25760>6386,,,1,1
3512,6386,Directed,3512>6386,,,1,1
25940,6386,Directed,25940>6386,,,1,1
8078,6386,Directed,8078>6386,,,1,1
14422,6386,Directed,14422>6386,,,1,1
19385,6386,Directed,19385>6386,,,1,1
10585,6386,Directed,10585>6386,,,1,1
25849,6386,Directed,25849>6386,,,1,1
23390,6386,Directed,23390>6386,,,1,1
20280,6386,Directed,20280>6386,,,1,1
10976,6386,Directed,10976>6386,,,1,1
25826,6386,Directed,25826>6386,,,1,1
15458,6386,Directed,15458>6386,,,1,1
743,6386,Directed,743>6386,,,1,1
8040,6386,Directed,8040>6386,,,1,1
12348,6386,Directed,12348>6386,,,1,1
7659,6386,Directed,7659>6386,,,1,1
3426,6386,Directed,3426>6386,,,1,1
25709,6386,Directed,25709>6386,,,1,1
6385,6386,Directed,6385>6386,,,1,11
8306,6386,Directed,8306>6386,,,1,1
15604,6386,Directed,15604>6386,,,1,1
11006,6386,Directed,11006>6386,,,1,1
6542,6386,Directed,6542>6386,,,1,1
17980,6386,Directed,17980>6386,,,1,1
5752,6386,Directed,5752>6386,,,1,1
15828,6386,Directed,15828>6386,,,1,1
573,6386,Directed,573>6386,,,1,1
13707,6386,Directed,13707>6386,,,1,1
484,6386,Directed,484>6386,,,1,1
12545,6388,Directed,12545>6388,,,1,1
3970,6388,Directed,3970>6388,,,1,1
3974,6388,Directed,3974>6388,,,1,1
3593,6388,Directed,3593>6388,,,1,1
8460,6388,Directed,8460>6388,,,1,1
18626,6388,Directed,18626>6388,,,1,1
659,6388,Directed,659>6388,,,1,1
24,6388,Directed,24>6388,,,1,1
22943,6388,Directed,22943>6388,,,1,1
20260,6388,Directed,20260>6388,,,1,1
7942,6388,Directed,7942>6388,,,1,1
18230,6388,Directed,18230>6388,,,1,1
19337,6388,Directed,19337>6388,,,1,1
25529,6388,Directed,25529>6388,,,1,1
13500,6388,Directed,13500>6388,,,1,1
193,6388,Directed,193>6388,,,1,1
16066,6388,Directed,16066>6388,,,1,1
8141,6388,Directed,8141>6388,,,1,1
3535,6388,Directed,3535>6388,,,1,1
6358,6388,Directed,6358>6388,,,1,1
5721,6388,Directed,5721>6388,,,1,1
22876,6388,Directed,22876>6388,,,1,1
6000,6388,Directed,6000>6388,,,1,1
20212,6388,Directed,20212>6388,,,1,1
23159,6388,Directed,23159>6388,,,1,1
17993,6389,Directed,17993>6389,,,1,1
4045,6389,Directed,4045>6389,,,1,1
19363,6390,Directed,19363>6390,,,1,1
3348,6390,Directed,3348>6390,,,1,1
6344,6396,Directed,6344>6396,,,1,1
343,6397,Directed,343>6397,,,1,1
15712,6398,Directed,15712>6398,,,1,1
13089,6398,Directed,13089>6398,,,1,1
8355,6398,Directed,8355>6398,,,1,1
18217,6398,Directed,18217>6398,,,1,1
25728,6398,Directed,25728>6398,,,1,1
8267,6398,Directed,8267>6398,,,1,1
18125,6398,Directed,18125>6398,,,1,1
10574,6398,Directed,10574>6398,,,1,1
19117,6398,Directed,19117>6398,,,1,1
7920,6398,Directed,7920>6398,,,1,1
8381,6398,Directed,8381>6398,,,1,1
18740,6398,Directed,18740>6398,,,1,1
20686,6398,Directed,20686>6398,,,1,1
6201,6398,Directed,6201>6398,,,1,1
25879,6398,Directed,25879>6398,,,1,1
11869,6398,Directed,11869>6398,,,1,1
620,6399,Directed,620>6399,,,1,1
266,6399,Directed,266>6399,,,1,1
12427,6399,Directed,12427>6399,,,1,1
19474,6399,Directed,19474>6399,,,1,1
8212,6399,Directed,8212>6399,,,1,1
22938,6399,Directed,22938>6399,,,1,1
19999,6399,Directed,19999>6399,,,1,1
5537,6399,Directed,5537>6399,,,1,1
12326,6399,Directed,12326>6399,,,1,1
3367,6399,Directed,3367>6399,,,1,1
15656,6399,Directed,15656>6399,,,1,1
8105,6399,Directed,8105>6399,,,1,1
25515,6399,Directed,25515>6399,,,1,1
20782,6399,Directed,20782>6399,,,1,1
19378,6399,Directed,19378>6399,,,1,1
15411,6399,Directed,15411>6399,,,1,1
11060,6399,Directed,11060>6399,,,1,1
23611,6399,Directed,23611>6399,,,1,1
5564,6399,Directed,5564>6399,,,1,1
317,6399,Directed,317>6399,,,1,1
10976,6399,Directed,10976>6399,,,1,1
22853,6399,Directed,22853>6399,,,1,1
8264,6399,Directed,8264>6399,,,1,1
330,6399,Directed,330>6399,,,1,1
20692,6399,Directed,20692>6399,,,1,1
25802,6399,Directed,25802>6399,,,1,1
13786,6399,Directed,13786>6399,,,1,1
18144,6399,Directed,18144>6399,,,1,1
20449,6399,Directed,20449>6399,,,1,1
10724,6399,Directed,10724>6399,,,1,1
742,6399,Directed,742>6399,,,1,1
12266,6399,Directed,12266>6399,,,1,1
5962,6399,Directed,5962>6399,,,1,1
10605,6399,Directed,10605>6399,,,1,1
4081,6399,Directed,4081>6399,,,1,1
25714,6399,Directed,25714>6399,,,1,1
3827,6399,Directed,3827>6399,,,1,1
25716,6399,Directed,25716>6399,,,1,1
11898,6399,Directed,11898>6399,,,1,1
18161,6399,Directed,18161>6399,,,1,1
3585,6402,Directed,3585>6402,,,1,1
7683,6402,Directed,7683>6402,,,1,1
8326,6402,Directed,8326>6402,,,1,1
15788,6402,Directed,15788>6402,,,1,1
3723,6402,Directed,3723>6402,,,1,1
8208,6402,Directed,8208>6402,,,1,1
7954,6402,Directed,7954>6402,,,1,1
12291,6402,Directed,12291>6402,,,1,1
3348,6402,Directed,3348>6402,,,1,1
3605,6402,Directed,3605>6402,,,1,1
800,6402,Directed,800>6402,,,1,1
18214,6402,Directed,18214>6402,,,1,1
15857,6402,Directed,15857>6402,,,1,1
13737,6402,Directed,13737>6402,,,1,1
10644,6402,Directed,10644>6402,,,1,1
12459,6402,Directed,12459>6402,,,1,1
7980,6402,Directed,7980>6402,,,1,1
3630,6402,Directed,3630>6402,,,1,1
15663,6402,Directed,15663>6402,,,1,1
11826,6402,Directed,11826>6402,,,1,1
18868,6402,Directed,18868>6402,,,1,1
5685,6402,Directed,5685>6402,,,1,1
10806,6402,Directed,10806>6402,,,1,1
20276,6402,Directed,20276>6402,,,1,1
19642,6402,Directed,19642>6402,,,1,1
5992,6402,Directed,5992>6402,,,1,1
3260,6402,Directed,3260>6402,,,1,1
573,6402,Directed,573>6402,,,1,1
19527,6402,Directed,19527>6402,,,1,1
20680,6402,Directed,20680>6402,,,1,1
5962,6402,Directed,5962>6402,,,1,1
11983,6402,Directed,11983>6402,,,1,1
10833,6402,Directed,10833>6402,,,1,1
3924,6402,Directed,3924>6402,,,1,1
19286,6402,Directed,19286>6402,,,1,1
19034,6402,Directed,19034>6402,,,1,1
4059,6402,Directed,4059>6402,,,1,1
15708,6402,Directed,15708>6402,,,1,1
3549,6402,Directed,3549>6402,,,1,1
5959,6402,Directed,5959>6402,,,1,1
3301,6402,Directed,3301>6402,,,1,1
19942,6402,Directed,19942>6402,,,1,1
3304,6402,Directed,3304>6402,,,1,1
17980,6402,Directed,17980>6402,,,1,1
5738,6402,Directed,5738>6402,,,1,1
7789,6402,Directed,7789>6402,,,1,1
4081,6402,Directed,4081>6402,,,1,1
10412,6402,Directed,10412>6402,,,1,1
13432,6402,Directed,13432>6402,,,1,1
16020,6402,Directed,16020>6402,,,1,1
13562,6402,Directed,13562>6402,,,1,1
22911,6402,Directed,22911>6402,,,1,1
20745,6405,Directed,20745>6405,,,1,1
3341,6405,Directed,3341>6405,,,1,1
13454,6405,Directed,13454>6405,,,1,1
23567,6405,Directed,23567>6405,,,1,1
25493,6405,Directed,25493>6405,,,1,1
16025,6405,Directed,16025>6405,,,1,1
12317,6405,Directed,12317>6405,,,1,1
10682,6405,Directed,10682>6405,,,1,1
3751,6405,Directed,3751>6405,,,1,1
13740,6405,Directed,13740>6405,,,1,1
19293,6405,Directed,19293>6405,,,1,1
12209,6405,Directed,12209>6405,,,1,1
13112,6405,Directed,13112>6405,,,1,1
18618,6405,Directed,18618>6405,,,1,1
25787,6405,Directed,25787>6405,,,1,1
17980,6405,Directed,17980>6405,,,1,1
3140,6405,Directed,3140>6405,,,1,1
20038,6405,Directed,20038>6405,,,1,1
18631,6405,Directed,18631>6405,,,1,1
25806,6405,Directed,25806>6405,,,1,1
7760,6405,Directed,7760>6405,,,1,1
3672,6405,Directed,3672>6405,,,1,1
20794,6405,Directed,20794>6405,,,1,1
19950,6405,Directed,19950>6405,,,1,1
10992,6405,Directed,10992>6405,,,1,1
763,6405,Directed,763>6405,,,1,1
13825,6407,Directed,13825>6407,,,1,1
15659,6407,Directed,15659>6407,,,1,1
6538,6407,Directed,6538>6407,,,1,1
14861,6407,Directed,14861>6407,,,1,1
17934,6407,Directed,17934>6407,,,1,1
13840,6407,Directed,13840>6407,,,1,1
4035,6407,Directed,4035>6407,,,1,2
26006,6407,Directed,26006>6407,,,1,1
5913,6407,Directed,5913>6407,,,1,1
5785,6407,Directed,5785>6407,,,1,1
6177,6407,Directed,6177>6407,,,1,1
8617,6407,Directed,8617>6407,,,1,1
5803,6407,Directed,5803>6407,,,1,1
53,6407,Directed,53>6407,,,1,1
8504,6407,Directed,8504>6407,,,1,1
703,6407,Directed,703>6407,,,1,1
8387,6407,Directed,8387>6407,,,1,1
12491,6407,Directed,12491>6407,,,1,1
3426,6407,Directed,3426>6407,,,1,1
10713,6407,Directed,10713>6407,,,1,1
480,6407,Directed,480>6407,,,1,1
6498,6407,Directed,6498>6407,,,1,1
25826,6407,Directed,25826>6407,,,1,1
12521,6407,Directed,12521>6407,,,1,1
25837,6407,Directed,25837>6407,,,1,1
8025,6407,Directed,8025>6407,,,1,1
3605,6412,Directed,3605>6412,,,1,1
20002,6412,Directed,20002>6412,,,1,1
699,6412,Directed,699>6412,,,1,1
12260,6412,Directed,12260>6412,,,1,1
25701,6412,Directed,25701>6412,,,1,1
7974,6412,Directed,7974>6412,,,1,1
22920,6412,Directed,22920>6412,,,1,1
19372,6412,Directed,19372>6412,,,1,1
19274,6412,Directed,19274>6412,,,1,1
8319,6412,Directed,8319>6412,,,1,1
8620,6412,Directed,8620>6412,,,1,1
6126,6412,Directed,6126>6412,,,1,3
12364,6412,Directed,12364>6412,,,1,1
25650,6412,Directed,25650>6412,,,1,1
15829,6412,Directed,15829>6412,,,1,1
25689,6412,Directed,25689>6412,,,1,1
748,6412,Directed,748>6412,,,1,1
6075,6412,Directed,6075>6412,,,1,1
10618,6412,Directed,10618>6412,,,1,1
25853,6412,Directed,25853>6412,,,1,1
19157,6412,Directed,19157>6412,,,1,1
3697,6413,Directed,3697>6413,,,1,1
25982,6413,Directed,25982>6413,,,1,1
19567,6413,Directed,19567>6413,,,1,1
18565,6414,Directed,18565>6414,,,1,1
5510,6414,Directed,5510>6414,,,1,1
3592,6414,Directed,3592>6414,,,1,1
19289,6414,Directed,19289>6414,,,1,1
25761,6414,Directed,25761>6414,,,1,1
5796,6414,Directed,5796>6414,,,1,1
17959,6414,Directed,17959>6414,,,1,1
23593,6414,Directed,23593>6414,,,1,1
25521,6414,Directed,25521>6414,,,1,1
25523,6414,Directed,25523>6414,,,1,1
53,6414,Directed,53>6414,,,1,1
823,6414,Directed,823>6414,,,1,1
5945,6414,Directed,5945>6414,,,1,1
10429,6414,Directed,10429>6414,,,1,1
5963,6414,Directed,5963>6414,,,1,1
3919,6414,Directed,3919>6414,,,1,1
12504,6414,Directed,12504>6414,,,1,1
10713,6414,Directed,10713>6414,,,1,1
10714,6414,Directed,10714>6414,,,1,1
18149,6414,Directed,18149>6414,,,1,1
25702,6414,Directed,25702>6414,,,1,1
4073,6414,Directed,4073>6414,,,1,2
18538,6414,Directed,18538>6414,,,1,1
3181,6414,Directed,3181>6414,,,1,1
6006,6414,Directed,6006>6414,,,1,6
18083,6416,Directed,18083>6416,,,1,1
22891,6416,Directed,22891>6416,,,1,1
6147,6417,Directed,6147>6417,,,1,1
20484,6417,Directed,20484>6417,,,1,1
7685,6417,Directed,7685>6417,,,1,1
8533,6417,Directed,8533>6417,,,1,1
6024,6417,Directed,6024>6417,,,1,1
11017,6417,Directed,11017>6417,,,1,1
94,6417,Directed,94>6417,,,1,1
3215,6417,Directed,3215>6417,,,1,1
19,6417,Directed,19>6417,,,1,1
15636,6417,Directed,15636>6417,,,1,1
6293,6417,Directed,6293>6417,,,1,10
3479,6417,Directed,3479>6417,,,1,1
23064,6417,Directed,23064>6417,,,1,1
281,6417,Directed,281>6417,,,1,1
3610,6417,Directed,3610>6417,,,1,1
12315,6417,Directed,12315>6417,,,1,1
25500,6417,Directed,25500>6417,,,1,1
15770,6417,Directed,15770>6417,,,1,1
13342,6417,Directed,13342>6417,,,1,1
20127,6417,Directed,20127>6417,,,1,1
12065,6417,Directed,12065>6417,,,1,1
14363,6417,Directed,14363>6417,,,1,1
13220,6417,Directed,13220>6417,,,1,1
805,6417,Directed,805>6417,,,1,1
4063,6417,Directed,4063>6417,,,1,1
6143,6417,Directed,6143>6417,,,1,1
20267,6417,Directed,20267>6417,,,1,1
12588,6417,Directed,12588>6417,,,1,1
18989,6417,Directed,18989>6417,,,1,1
15406,6417,Directed,15406>6417,,,1,1
19997,6417,Directed,19997>6417,,,1,1
564,6417,Directed,564>6417,,,1,1
17973,6417,Directed,17973>6417,,,1,1
8374,6417,Directed,8374>6417,,,1,1
6089,6417,Directed,6089>6417,,,1,1
4025,6417,Directed,4025>6417,,,1,1
20026,6417,Directed,20026>6417,,,1,1
25759,6417,Directed,25759>6417,,,1,1
18620,6417,Directed,18620>6417,,,1,1
14398,6417,Directed,14398>6417,,,1,1
7853,6417,Directed,7853>6417,,,1,1
8317,6417,Directed,8317>6417,,,1,1
18885,6417,Directed,18885>6417,,,1,1
25501,6417,Directed,25501>6417,,,1,1
15559,6417,Directed,15559>6417,,,1,1
19528,6417,Directed,19528>6417,,,1,1
11849,6417,Directed,11849>6417,,,1,1
15943,6417,Directed,15943>6417,,,1,1
12364,6417,Directed,12364>6417,,,1,1
14927,6417,Directed,14927>6417,,,1,1
6008,6417,Directed,6008>6417,,,1,1
10962,6417,Directed,10962>6417,,,1,1
